cell_id,Vireo gilvus,Vireo gilvus gilvus,Vireo gilvus [swainsoni Group]
840c415ffffffff,32.0,0.0,0.0
840c465ffffffff,4.0,0.0,0.0
840ca43ffffffff,24.0,0.0,0.0
840e4dbffffffff,1.0,0.0,0.0
8412307ffffffff,1.0,0.0,0.0
841233dffffffff,2.0,0.0,0.0
841251dffffffff,3.0,3.0,0.0
8412539ffffffff,2.0,2.0,0.0
8412549ffffffff,9.0,2.0,7.0
8412861ffffffff,2.0,0.0,0.0
84128bdffffffff,114.0,0.0,0.0
84128d3ffffffff,1.0,0.0,0.0
8412b01ffffffff,7.0,0.0,0.0
8412b03ffffffff,13.0,0.0,0.0
8412b53ffffffff,3.0,0.0,0.0
8412b55ffffffff,1.0,0.0,0.0
8412c01ffffffff,4.0,0.0,4.0
8412c03ffffffff,4.0,0.0,4.0
8412c05ffffffff,2.0,0.0,2.0
8412c07ffffffff,1.0,0.0,1.0
8412c11ffffffff,8.0,0.0,0.0
8412c1bffffffff,4.0,0.0,2.0
8412c21ffffffff,2.0,0.0,1.0
8412c85ffffffff,4.0,0.0,0.0
8412c87ffffffff,9.0,0.0,0.0
8412c8bffffffff,5.0,0.0,0.0
8412c97ffffffff,1.0,0.0,1.0
8412ca1ffffffff,2.0,0.0,0.0
8412ca3ffffffff,12.0,0.0,5.0
8412ca9ffffffff,1.0,0.0,0.0
8412cabffffffff,7.0,0.0,0.0
8412cb1ffffffff,9.0,0.0,2.0
8412cb5ffffffff,7.0,0.0,4.0
8412cbdffffffff,15.0,0.0,9.0
8412cc1ffffffff,2.0,0.0,0.0
8412cc5ffffffff,6.0,0.0,6.0
8412ccdffffffff,38.0,4.0,10.0
8412cd9ffffffff,4.0,0.0,2.0
8412ce3ffffffff,2.0,0.0,0.0
8412ce7ffffffff,3.0,0.0,0.0
8412d11ffffffff,2.0,0.0,0.0
8412d17ffffffff,9.0,0.0,0.0
8412d83ffffffff,2.0,0.0,0.0
8412d85ffffffff,2.0,0.0,0.0
8412d87ffffffff,2.0,0.0,0.0
8412d89ffffffff,2.0,0.0,0.0
8412d8bffffffff,2.0,0.0,2.0
8412d99ffffffff,2.0,0.0,0.0
8412d9dffffffff,2.0,0.0,2.0
8412da1ffffffff,2.0,0.0,2.0
8412ddbffffffff,16.0,0.0,0.0
8412de5ffffffff,4.0,0.0,2.0
8412ea5ffffffff,1.0,0.0,0.0
8412ebbffffffff,2.0,2.0,0.0
8412ebdffffffff,3.0,3.0,0.0
8412f11ffffffff,2.0,0.0,2.0
8412f15ffffffff,1.0,0.0,1.0
8412f6dffffffff,2.0,0.0,0.0
8413119ffffffff,3.0,0.0,0.0
8413827ffffffff,2.0,0.0,0.0
8413829ffffffff,2.0,0.0,0.0
841383dffffffff,14.0,0.0,0.0
8413861ffffffff,2.0,0.0,0.0
8413867ffffffff,7.0,0.0,0.0
84138c7ffffffff,22.0,0.0,0.0
84138d5ffffffff,5.0,0.0,0.0
8413919ffffffff,2.0,0.0,0.0
84139e1ffffffff,1.0,0.0,0.0
84139edffffffff,1.0,0.0,0.0
841aa07ffffffff,16.0,2.0,0.0
841aa21ffffffff,3.0,0.0,0.0
841aa23ffffffff,9.0,0.0,0.0
841aa35ffffffff,4.0,0.0,0.0
841aa3dffffffff,16.0,0.0,0.0
8422db7ffffffff,17.0,0.0,0.0
8426015ffffffff,2.0,0.0,0.0
8426017ffffffff,4.0,4.0,0.0
8426085ffffffff,5.0,1.0,0.0
842608dffffffff,4.0,0.0,0.0
8426099ffffffff,1.0,0.0,0.0
84260a1ffffffff,1.0,0.0,0.0
84260a9ffffffff,3.0,3.0,0.0
84260adffffffff,4.0,4.0,0.0
84260b9ffffffff,4.0,0.0,0.0
84260bbffffffff,2.0,2.0,0.0
84260d9ffffffff,4.0,0.0,0.0
84260e3ffffffff,8.0,8.0,0.0
84260e7ffffffff,2.0,0.0,0.0
8426117ffffffff,2.0,0.0,0.0
8426123ffffffff,1.0,1.0,0.0
8426127ffffffff,4.0,4.0,0.0
842619dffffffff,2.0,0.0,0.0
84261b1ffffffff,2.0,2.0,0.0
84261b3ffffffff,2.0,0.0,0.0
84261dbffffffff,8.0,8.0,0.0
8426245ffffffff,2.0,0.0,0.0
84262b3ffffffff,1.0,0.0,0.0
84262b7ffffffff,1.0,0.0,0.0
84262d9ffffffff,2.0,0.0,0.0
8426333ffffffff,2.0,0.0,0.0
8426409ffffffff,1.0,0.0,0.0
842640dffffffff,17.0,0.0,0.0
8426415ffffffff,6.0,2.0,0.0
8426425ffffffff,2.0,0.0,0.0
8426433ffffffff,2.0,0.0,0.0
8426437ffffffff,2.0,0.0,0.0
842643bffffffff,5.0,0.0,0.0
8426461ffffffff,1.0,0.0,0.0
8426463ffffffff,9.0,0.0,0.0
842646bffffffff,2.0,0.0,0.0
8426481ffffffff,13.0,0.0,0.0
8426483ffffffff,2.0,0.0,0.0
8426489ffffffff,14.0,0.0,0.0
842648bffffffff,8.0,0.0,0.0
8426495ffffffff,2.0,0.0,0.0
842649bffffffff,3.0,0.0,0.0
84264a1ffffffff,15.0,0.0,0.0
84264a5ffffffff,2.0,0.0,0.0
84264a7ffffffff,32.0,0.0,0.0
84264b9ffffffff,10.0,0.0,0.0
84264bbffffffff,1.0,0.0,0.0
84264c3ffffffff,3.0,0.0,0.0
84264c5ffffffff,3.0,1.0,0.0
84264c7ffffffff,12.0,0.0,0.0
84264d1ffffffff,12.0,1.0,0.0
84264d5ffffffff,4.0,0.0,0.0
84264d9ffffffff,22.0,2.0,0.0
84264dbffffffff,4.0,0.0,0.0
84264ddffffffff,5.0,0.0,0.0
84264e1ffffffff,2.0,0.0,0.0
84264e5ffffffff,9.0,0.0,0.0
8426515ffffffff,2.0,0.0,0.0
8426529ffffffff,1.0,0.0,0.0
8426533ffffffff,6.0,1.0,0.0
842653bffffffff,4.0,0.0,0.0
842653dffffffff,2.0,0.0,0.0
8426555ffffffff,2.0,0.0,0.0
8426557ffffffff,2.0,0.0,0.0
8426561ffffffff,1.0,0.0,0.0
8426563ffffffff,1.0,0.0,0.0
8426567ffffffff,18.0,1.0,0.0
842656dffffffff,2.0,0.0,0.0
8426599ffffffff,6.0,0.0,0.0
842659bffffffff,48.0,1.0,0.0
84265a7ffffffff,2.0,2.0,0.0
84265b5ffffffff,4.0,0.0,0.0
84265b7ffffffff,2.0,0.0,0.0
84265c1ffffffff,2.0,0.0,0.0
84265d3ffffffff,1.0,0.0,0.0
84265dbffffffff,34.0,0.0,0.0
8426607ffffffff,4.0,0.0,0.0
842662bffffffff,2.0,0.0,0.0
8426635ffffffff,2.0,0.0,0.0
8426641ffffffff,5.0,0.0,0.0
842664bffffffff,4.0,0.0,0.0
842664dffffffff,48.0,10.0,0.0
842665dffffffff,2.0,0.0,0.0
8426665ffffffff,2.0,0.0,0.0
8426669ffffffff,2.0,0.0,0.0
8426689ffffffff,5.0,0.0,0.0
842668bffffffff,2.0,0.0,0.0
8426695ffffffff,2.0,0.0,0.0
84266a1ffffffff,2.0,0.0,0.0
84266adffffffff,2.0,0.0,0.0
84266b7ffffffff,2.0,0.0,0.0
84266b9ffffffff,2.0,0.0,0.0
84266c5ffffffff,4.0,0.0,0.0
84266d1ffffffff,1.0,0.0,0.0
84266d5ffffffff,1.0,0.0,0.0
84266dbffffffff,1.0,0.0,0.0
8426717ffffffff,3.0,0.0,0.0
8426733ffffffff,2.0,0.0,0.0
8426745ffffffff,1.0,0.0,0.0
8426747ffffffff,1.0,1.0,0.0
842675dffffffff,1.0,1.0,0.0
8426769ffffffff,2.0,0.0,0.0
8426801ffffffff,17.0,0.0,3.0
8426803ffffffff,4.0,0.0,0.0
8426807ffffffff,1.0,0.0,0.0
8426809ffffffff,1.0,0.0,0.0
842680bffffffff,3.0,0.0,2.0
8426813ffffffff,40.0,0.0,6.0
8426817ffffffff,9.0,0.0,9.0
8426819ffffffff,9.0,0.0,0.0
842681bffffffff,71.0,43.0,2.0
842681dffffffff,2.0,0.0,0.0
842682bffffffff,2.0,0.0,0.0
8426831ffffffff,6.0,0.0,2.0
8426833ffffffff,10.0,0.0,10.0
8426835ffffffff,4.0,0.0,0.0
8426837ffffffff,1.0,0.0,0.0
842683bffffffff,3.0,0.0,0.0
842683dffffffff,1.0,0.0,0.0
8426847ffffffff,2.0,0.0,2.0
8426857ffffffff,3.0,0.0,0.0
8426859ffffffff,10.0,0.0,0.0
8426881ffffffff,7.0,2.0,2.0
8426885ffffffff,6.0,0.0,6.0
8426889ffffffff,5.0,0.0,4.0
