cell_id,Tringa solitaria,Tringa solitaria solitaria,Tringa solitaria cinnamomea
82454ffffffffff,2.0,0.0,0.0
824577fffffffff,138.0,0.0,0.0
824587fffffffff,12.0,0.0,0.0
82458ffffffffff,136.0,5.0,0.0
824597fffffffff,31.0,0.0,0.0
82459ffffffffff,125.0,10.0,0.0
8245a7fffffffff,102.0,0.0,0.0
8245b7fffffffff,154.0,0.0,0.0
824807fffffffff,19.0,0.0,0.0
82480ffffffffff,14.0,0.0,0.0
824817fffffffff,37.0,0.0,0.0
82481ffffffffff,2.0,0.0,0.0
824837fffffffff,290.0,0.0,0.0
824857fffffffff,21.0,0.0,0.0
82485ffffffffff,148.0,0.0,4.0
824887fffffffff,397.0,0.0,0.0
82488ffffffffff,388.0,0.0,0.0
824897fffffffff,1937.0,29.0,0.0
82489ffffffffff,2332.0,0.0,0.0
8248a7fffffffff,114.0,0.0,0.0
8248affffffffff,113.0,0.0,0.0
8248b7fffffffff,4595.0,0.0,0.0
8248c7fffffffff,490.0,0.0,1.0
8248cffffffffff,213.0,0.0,0.0
8248d7fffffffff,185.0,0.0,2.0
8248dffffffffff,1008.0,0.0,0.0
8248e7fffffffff,11.0,0.0,0.0
8248effffffffff,1985.0,0.0,20.0
8248f7fffffffff,94.0,0.0,0.0
824987fffffffff,61.0,0.0,0.0
82498ffffffffff,17.0,0.0,0.0
824997fffffffff,653.0,0.0,0.0
82499ffffffffff,15.0,0.0,0.0
8249a7fffffffff,7.0,0.0,0.0
8249affffffffff,120.0,0.0,0.0
8249b7fffffffff,20.0,0.0,0.0
824c87fffffffff,15.0,0.0,0.0
824c8ffffffffff,13.0,0.0,0.0
824c97fffffffff,8.0,0.0,0.0
824c9ffffffffff,7.0,0.0,0.0
824caffffffffff,71.0,0.0,0.0
824cb7fffffffff,9.0,0.0,0.0
824cc7fffffffff,797.0,0.0,0.0
824cd7fffffffff,164.0,0.0,0.0
824ceffffffffff,432.0,0.0,0.0
824cf7fffffffff,28.0,0.0,0.0
824d4ffffffffff,34.0,0.0,0.0
825e47fffffffff,34.0,0.0,0.0
825e4ffffffffff,92.0,0.0,0.0
825e5ffffffffff,222.0,0.0,0.0
825e77fffffffff,259.0,0.0,0.0
825f07fffffffff,3.0,0.0,0.0
825f0ffffffffff,216.0,0.0,0.0
825f17fffffffff,78.0,0.0,0.0
825f1ffffffffff,43.0,0.0,0.0
825f27fffffffff,1.0,0.0,0.0
825f2ffffffffff,280.0,0.0,0.0
825f47fffffffff,39.0,0.0,0.0
825f4ffffffffff,45.0,0.0,0.0
825f57fffffffff,9.0,0.0,0.0
825f5ffffffffff,650.0,0.0,0.0
825f6ffffffffff,25.0,0.0,0.0
825f77fffffffff,16.0,0.0,0.0
826607fffffffff,298.0,0.0,0.0
82660ffffffffff,414.0,0.0,0.0
826617fffffffff,717.0,0.0,0.0
82661ffffffffff,883.0,0.0,0.0
826627fffffffff,1341.0,0.0,0.0
82662ffffffffff,58.0,0.0,0.0
826637fffffffff,124.0,0.0,0.0
826647fffffffff,289.0,0.0,0.0
82664ffffffffff,7.0,0.0,0.0
826657fffffffff,368.0,0.0,0.0
82665ffffffffff,53.0,0.0,0.0
826667fffffffff,71.0,0.0,0.0
82666ffffffffff,6.0,0.0,0.0
826677fffffffff,401.0,0.0,0.0
826687fffffffff,2.0,0.0,0.0
8266a7fffffffff,973.0,0.0,0.0
8266b7fffffffff,1297.0,0.0,0.0
8266c7fffffffff,289.0,0.0,0.0
8266cffffffffff,37.0,0.0,0.0
8266d7fffffffff,133.0,0.0,0.0
8266dffffffffff,142.0,0.0,0.0
8266e7fffffffff,2916.0,0.0,0.0
8266effffffffff,164.0,0.0,0.0
8266f7fffffffff,1089.0,0.0,0.0
826727fffffffff,30.0,0.0,0.0
826737fffffffff,24.0,0.0,0.0
826747fffffffff,681.0,0.0,0.0
82674ffffffffff,334.0,0.0,0.0
826757fffffffff,846.0,0.0,0.0
82675ffffffffff,195.0,2.0,0.0
82676ffffffffff,11.0,0.0,0.0
826777fffffffff,174.0,0.0,0.0
826787fffffffff,51.0,0.0,0.0
826797fffffffff,3.0,0.0,0.0
82679ffffffffff,208.0,0.0,0.0
8267b7fffffffff,1.0,0.0,0.0
826c67fffffffff,9.0,0.0,0.0
826d07fffffffff,75.0,0.0,0.0
826d17fffffffff,34.0,0.0,0.0
826d27fffffffff,195.0,2.0,0.0
826d2ffffffffff,171.0,0.0,0.0
826d37fffffffff,1104.0,0.0,0.0
826d67fffffffff,1061.0,0.0,0.0
826d6ffffffffff,2940.0,0.0,0.0
826d77fffffffff,121.0,0.0,0.0
82800ffffffffff,14.0,0.0,0.0
828017fffffffff,32.0,0.0,0.0
828037fffffffff,22.0,0.0,0.0
828047fffffffff,26.0,0.0,0.0
82804ffffffffff,3.0,0.0,0.0
828057fffffffff,9.0,0.0,0.0
828067fffffffff,12.0,0.0,0.0
82806ffffffffff,4.0,0.0,0.0
828077fffffffff,8.0,0.0,0.0
8280b7fffffffff,6.0,0.0,0.0
828107fffffffff,8.0,0.0,0.0
828117fffffffff,9.0,0.0,0.0
82811ffffffffff,20.0,0.0,0.0
828127fffffffff,4.0,0.0,0.0
828137fffffffff,27.0,0.0,0.0
828147fffffffff,24.0,0.0,0.0
82814ffffffffff,59.0,0.0,0.0
82815ffffffffff,29.0,0.0,0.0
828167fffffffff,64.0,0.0,0.0
828177fffffffff,13.0,0.0,0.0
828187fffffffff,16.0,0.0,0.0
82818ffffffffff,14.0,0.0,0.0
8281affffffffff,21.0,0.0,0.0
828a07fffffffff,20.0,0.0,0.0
828a17fffffffff,7.0,0.0,0.0
828a1ffffffffff,13.0,0.0,0.0
828a27fffffffff,7.0,0.0,0.0
828a2ffffffffff,4.0,0.0,0.0
828a37fffffffff,3.0,0.0,0.0
828a47fffffffff,85.0,0.0,0.0
828a4ffffffffff,3.0,0.0,0.0
828a57fffffffff,2.0,0.0,0.0
828a6ffffffffff,164.0,0.0,0.0
828a77fffffffff,2.0,0.0,0.0
828a87fffffffff,2.0,0.0,0.0
828a8ffffffffff,9.0,0.0,0.0
828a97fffffffff,5.0,0.0,0.0
828a9ffffffffff,5.0,0.0,0.0
828aaffffffffff,35.0,0.0,0.0
828ab7fffffffff,3.0,0.0,0.0
828adffffffffff,73.0,0.0,0.0
828ae7fffffffff,2.0,0.0,0.0
828aeffffffffff,2.0,0.0,0.0
828af7fffffffff,220.0,0.0,0.0
828b07fffffffff,19.0,0.0,0.0
828b0ffffffffff,154.0,0.0,0.0
828b17fffffffff,11.0,0.0,0.0
828b1ffffffffff,2.0,0.0,0.0
828b27fffffffff,238.0,0.0,0.0
828b2ffffffffff,169.0,0.0,0.0
828b37fffffffff,37.0,0.0,0.0
828b47fffffffff,170.0,0.0,0.0
828b4ffffffffff,2.0,0.0,0.0
828b57fffffffff,39.0,0.0,0.0
828b5ffffffffff,10.0,0.0,0.0
828b67fffffffff,178.0,0.0,0.0
828b6ffffffffff,49.0,0.0,0.0
828b77fffffffff,113.0,0.0,0.0
828b87fffffffff,3.0,0.0,0.0
828b8ffffffffff,3.0,0.0,0.0
828b9ffffffffff,35.0,0.0,0.0
828ba7fffffffff,46.0,0.0,0.0
828bb7fffffffff,4.0,0.0,0.0
828e47fffffffff,2.0,0.0,0.0
828e67fffffffff,11.0,0.0,0.0
828e6ffffffffff,1.0,0.0,0.0
828f0ffffffffff,37.0,0.0,0.0
828f2ffffffffff,132.0,0.0,0.0
828f47fffffffff,70.0,0.0,0.0
828f4ffffffffff,40.0,0.0,0.0
828f57fffffffff,54.0,0.0,0.0
828f5ffffffffff,5.0,0.0,0.0
828f67fffffffff,4.0,0.0,0.0
828f6ffffffffff,10.0,0.0,0.0
828f77fffffffff,28.0,0.0,0.0
82a597fffffffff,14.0,0.0,0.0
82a807fffffffff,12.0,0.0,0.0
82a80ffffffffff,4.0,0.0,0.0
82a817fffffffff,256.0,0.0,0.0
82a81ffffffffff,148.0,0.0,0.0
82a827fffffffff,2.0,0.0,0.0
82a82ffffffffff,6.0,0.0,0.0
82a837fffffffff,33.0,0.0,0.0
82a847fffffffff,319.0,0.0,0.0
82a84ffffffffff,3.0,0.0,0.0
82a857fffffffff,1.0,0.0,0.0
82a85ffffffffff,858.0,0.0,0.0
82a867fffffffff,36.0,0.0,0.0
82a86ffffffffff,7.0,0.0,0.0
82a877fffffffff,1.0,0.0,0.0
82a88ffffffffff,34.0,0.0,0.0
82a897fffffffff,5.0,0.0,0.0
82a8a7fffffffff,111.0,0.0,0.0
82a8affffffffff,13.0,0.0,0.0
82a8b7fffffffff,6.0,0.0,0.0
82a8c7fffffffff,42.0,0.0,0.0
82a8cffffffffff,8.0,0.0,0.0
82a8d7fffffffff,19.0,0.0,0.0
82a8dffffffffff,7.0,0.0,0.0
82a8e7fffffffff,4.0,0.0,0.0
82a8effffffffff,5.0,0.0,0.0
82a8f7fffffffff,3.0,0.0,0.0
82a907fffffffff,27.0,0.0,0.0
82a90ffffffffff,19.0,0.0,0.0
82a91ffffffffff,3.0,0.0,0.0
82a92ffffffffff,17.0,0.0,0.0
82a947fffffffff,289.0,0.0,0.0
82a94ffffffffff,838.0,0.0,0.0
82a957fffffffff,62.0,0.0,0.0
82a95ffffffffff,32.0,0.0,0.0
82a967fffffffff,227.0,0.0,0.0
82a96ffffffffff,173.0,0.0,0.0
82a977fffffffff,10.0,0.0,0.0
82b247fffffffff,39.0,0.0,0.0
82b24ffffffffff,162.0,0.0,0.0
82b25ffffffffff,38.0,0.0,0.0
82b267fffffffff,88.0,0.0,0.0
82b26ffffffffff,56.0,0.0,0.0
82b277fffffffff,9.0,0.0,0.0
82b30ffffffffff,1.0,0.0,0.0
82b327fffffffff,15.0,0.0,0.0
82b32ffffffffff,12.0,0.0,0.0
82b347fffffffff,83.0,0.0,0.0
82b34ffffffffff,35.0,0.0,0.0
82b357fffffffff,30.0,0.0,0.0
82b35ffffffffff,45.0,0.0,0.0
82b367fffffffff,25.0,0.0,0.0
82b36ffffffffff,217.0,0.0,0.0
82c21ffffffffff,38.0,0.0,0.0
82c22ffffffffff,2.0,0.0,0.0
82c2c7fffffffff,257.0,0.0,0.0
82c2cffffffffff,124.0,0.0,0.0
82c2d7fffffffff,49.0,0.0,0.0
82c2dffffffffff,44.0,0.0,0.0
82c2e7fffffffff,116.0,0.0,0.0
82c2effffffffff,93.0,0.0,0.0
82c2f7fffffffff,40.0,0.0,0.0
82c347fffffffff,3.0,0.0,0.0
82c34ffffffffff,13.0,0.0,0.0
82c357fffffffff,2.0,0.0,0.0
82c377fffffffff,3.0,0.0,0.0
