cell_id,Tringa solitaria,Tringa solitaria solitaria,Tringa solitaria cinnamomea
820c07fffffffff,77.0,0.0,0.0
820c0ffffffffff,5.0,0.0,0.0
820c1ffffffffff,3.0,0.0,0.0
820c27fffffffff,15.0,0.0,0.0
820c2ffffffffff,42.0,0.0,0.0
820c37fffffffff,7.0,0.0,0.0
820c47fffffffff,63.0,0.0,0.0
820c57fffffffff,66.0,0.0,0.0
820c67fffffffff,161.0,0.0,0.0
820c6ffffffffff,1.0,0.0,0.0
820c77fffffffff,483.0,0.0,0.0
820ce7fffffffff,2.0,0.0,0.0
820d47fffffffff,18.0,0.0,0.0
820d4ffffffffff,38.0,0.0,0.0
820d57fffffffff,43.0,0.0,0.0
820d5ffffffffff,963.0,0.0,0.0
820d67fffffffff,2.0,0.0,0.0
820d6ffffffffff,3.0,0.0,0.0
820d77fffffffff,6.0,0.0,0.0
820e0ffffffffff,3.0,0.0,0.0
820e47fffffffff,5.0,0.0,0.0
820e4ffffffffff,196.0,2.0,0.0
820e57fffffffff,10.0,0.0,0.0
820e5ffffffffff,21.0,0.0,0.0
820e67fffffffff,2.0,0.0,0.0
820e6ffffffffff,17.0,0.0,0.0
820e87fffffffff,564.0,0.0,0.0
820e8ffffffffff,4.0,0.0,0.0
820e97fffffffff,11.0,0.0,0.0
820e9ffffffffff,6.0,0.0,0.0
820ec7fffffffff,51.0,0.0,0.0
820ecffffffffff,223.0,5.0,0.0
820ed7fffffffff,15.0,0.0,0.0
820edffffffffff,5.0,0.0,0.0
820ee7fffffffff,2.0,0.0,0.0
820eeffffffffff,1229.0,1.0,0.0
820ef7fffffffff,21.0,0.0,0.0
821207fffffffff,1.0,0.0,0.0
82120ffffffffff,16.0,0.0,0.0
821217fffffffff,27.0,0.0,0.0
82121ffffffffff,161.0,0.0,0.0
821227fffffffff,4.0,0.0,0.0
82122ffffffffff,20.0,0.0,0.0
821237fffffffff,28.0,0.0,0.0
821247fffffffff,14.0,0.0,0.0
82124ffffffffff,6.0,0.0,0.0
821257fffffffff,425.0,0.0,0.0
82125ffffffffff,94.0,0.0,0.0
821267fffffffff,4.0,0.0,0.0
82126ffffffffff,4.0,0.0,0.0
821277fffffffff,224.0,0.0,0.0
821287fffffffff,26.0,0.0,0.0
82128ffffffffff,154.0,0.0,0.0
8212a7fffffffff,1.0,0.0,0.0
8212affffffffff,190.0,0.0,0.0
8212b7fffffffff,15.0,0.0,0.0
8212c7fffffffff,700.0,0.0,0.0
8212cffffffffff,2104.0,0.0,0.0
8212d7fffffffff,476.0,0.0,0.0
8212dffffffffff,417.0,0.0,0.0
8212e7fffffffff,138.0,0.0,0.0
8212effffffffff,754.0,0.0,0.0
8212f7fffffffff,102.0,0.0,0.0
821307fffffffff,9.0,0.0,0.0
821317fffffffff,2.0,0.0,0.0
821337fffffffff,1.0,0.0,0.0
821357fffffffff,25.0,0.0,0.0
821387fffffffff,789.0,0.0,0.0
82138ffffffffff,420.0,0.0,0.0
821397fffffffff,19.0,0.0,0.0
82139ffffffffff,52.0,0.0,0.0
8213a7fffffffff,13.0,0.0,0.0
8213affffffffff,8.0,0.0,0.0
8213b7fffffffff,82.0,0.0,0.0
821b97fffffffff,3.0,0.0,0.0
822607fffffffff,273.0,0.0,0.0
82260ffffffffff,618.0,2.0,0.0
822617fffffffff,57.0,0.0,0.0
82261ffffffffff,102.0,0.0,0.0
822627fffffffff,937.0,0.0,0.0
82262ffffffffff,1426.0,0.0,0.0
822637fffffffff,195.0,0.0,0.0
822647fffffffff,2566.0,88.0,0.0
82264ffffffffff,2356.0,0.0,0.0
822657fffffffff,2469.0,16.0,0.0
82265ffffffffff,1830.0,8.0,0.0
822667fffffffff,6732.0,168.0,0.0
82266ffffffffff,3060.0,0.0,0.0
822677fffffffff,1320.0,59.0,0.0
822687fffffffff,703.0,0.0,6.0
82268ffffffffff,1654.0,0.0,8.0
822697fffffffff,332.0,0.0,12.0
82269ffffffffff,247.0,0.0,4.0
8226a7fffffffff,64.0,0.0,0.0
8226affffffffff,1708.0,0.0,28.0
8226b7fffffffff,83.0,0.0,0.0
8226c7fffffffff,223.0,0.0,0.0
8226cffffffffff,1299.0,0.0,0.0
8226d7fffffffff,196.0,0.0,0.0
8226dffffffffff,446.0,0.0,0.0
8226e7fffffffff,1105.0,0.0,0.0
8226effffffffff,528.0,2.0,0.0
8226f7fffffffff,442.0,0.0,2.0
822707fffffffff,514.0,0.0,0.0
82270ffffffffff,205.0,4.0,0.0
822717fffffffff,220.0,0.0,0.0
82271ffffffffff,326.0,0.0,0.0
82272ffffffffff,6.0,0.0,0.0
822737fffffffff,1.0,0.0,0.0
822747fffffffff,1062.0,0.0,0.0
82274ffffffffff,6000.0,0.0,0.0
822757fffffffff,1077.0,0.0,0.0
82275ffffffffff,6039.0,62.0,0.0
822767fffffffff,220.0,6.0,0.0
82276ffffffffff,829.0,30.0,0.0
822777fffffffff,265.0,5.0,0.0
822787fffffffff,136.0,0.0,0.0
82278ffffffffff,81.0,0.0,0.0
822797fffffffff,377.0,0.0,0.0
82279ffffffffff,69.0,0.0,0.0
8227a7fffffffff,142.0,0.0,0.0
8227affffffffff,263.0,0.0,0.0
8227b7fffffffff,128.0,0.0,0.0
822817fffffffff,48.0,0.0,0.0
82281ffffffffff,136.0,0.0,0.0
822837fffffffff,52.0,0.0,0.0
822887fffffffff,290.0,0.0,0.0
82288ffffffffff,565.0,0.0,0.0
822897fffffffff,352.0,0.0,0.0
82289ffffffffff,289.0,0.0,0.0
8228a7fffffffff,9.0,0.0,0.0
8228affffffffff,161.0,0.0,0.0
8228b7fffffffff,218.0,0.0,0.0
8228c7fffffffff,2.0,0.0,0.0
8228d7fffffffff,618.0,0.0,0.0
8228dffffffffff,189.0,0.0,0.0
8228e7fffffffff,5.0,0.0,0.0
8228f7fffffffff,555.0,0.0,0.0
822917fffffffff,34.0,0.0,0.0
822987fffffffff,252.0,0.0,0.0
82298ffffffffff,136.0,0.0,0.0
822997fffffffff,24.0,0.0,0.0
82299ffffffffff,40.0,0.0,0.0
8229a7fffffffff,765.0,0.0,0.0
8229affffffffff,141.0,0.0,0.0
8229b7fffffffff,279.0,0.0,6.0
822a07fffffffff,76.0,12.0,0.0
822a17fffffffff,8933.0,204.0,0.0
822a1ffffffffff,5.0,0.0,0.0
822a37fffffffff,7426.0,162.0,0.0
822a4ffffffffff,224.0,0.0,0.0
822a87fffffffff,2698.0,6.0,0.0
822a8ffffffffff,4629.0,51.0,0.0
822a97fffffffff,5264.0,0.0,0.0
822a9ffffffffff,753.0,0.0,0.0
822aa7fffffffff,6825.0,112.0,0.0
822aaffffffffff,15702.0,111.0,0.0
822ab7fffffffff,12691.0,179.0,0.0
822ad7fffffffff,554.0,0.0,0.0
822af7fffffffff,1331.0,30.0,0.0
822b07fffffffff,386.0,1.0,0.0
822b0ffffffffff,479.0,1.0,0.0
822b17fffffffff,1817.0,20.0,0.0
822b1ffffffffff,1408.0,0.0,0.0
822b27fffffffff,96.0,3.0,0.0
822b2ffffffffff,48.0,0.0,0.0
822b37fffffffff,225.0,0.0,0.0
822b87fffffffff,2164.0,90.0,0.0
822b8ffffffffff,3239.0,85.0,0.0
822b97fffffffff,317.0,17.0,0.0
822b9ffffffffff,4747.0,221.0,0.0
822ba7fffffffff,960.0,0.0,0.0
822baffffffffff,6814.0,9.0,0.0
822bb7fffffffff,255.0,0.0,0.0
824417fffffffff,933.0,0.0,0.0
82441ffffffffff,784.0,0.0,0.0
824427fffffffff,2.0,0.0,0.0
824437fffffffff,88.0,4.0,0.0
824447fffffffff,1362.0,0.0,0.0
82444ffffffffff,474.0,0.0,0.0
824457fffffffff,1463.0,0.0,0.0
82445ffffffffff,459.0,0.0,0.0
824467fffffffff,205.0,0.0,0.0
82446ffffffffff,4195.0,20.0,0.0
824477fffffffff,827.0,0.0,0.0
824487fffffffff,444.0,0.0,0.0
8244a7fffffffff,296.0,7.0,0.0
8244affffffffff,2016.0,0.0,0.0
8244b7fffffffff,119.0,0.0,0.0
8244c7fffffffff,2173.0,0.0,0.0
8244cffffffffff,1945.0,0.0,0.0
8244d7fffffffff,1088.0,0.0,0.0
8244dffffffffff,2812.0,9.0,0.0
8244e7fffffffff,433.0,0.0,0.0
8244effffffffff,362.0,6.0,0.0
8244f7fffffffff,1534.0,0.0,0.0
824507fffffffff,306.0,0.0,0.0
82450ffffffffff,1103.0,0.0,0.0
82451ffffffffff,69.0,0.0,0.0
824527fffffffff,705.0,0.0,0.0
82452ffffffffff,2200.0,5.0,0.0
824537fffffffff,344.0,0.0,0.0
