cell_id,Anthus spinoletta,Anthus spinoletta spinoletta,Anthus spinoletta coutellii,Anthus spinoletta blakistoni
831ed1fffffffff,79.0,0.0,0.0,0.0
831ed2fffffffff,2.0,0.0,0.0,0.0
831ed3fffffffff,28.0,0.0,0.0,0.0
831ed4fffffffff,16.0,0.0,0.0,0.0
831ed5fffffffff,20.0,0.0,0.0,0.0
831ed6fffffffff,7.0,0.0,0.0,0.0
831ed9fffffffff,6.0,0.0,0.0,0.0
831edafffffffff,169.0,0.0,0.0,0.0
831edcfffffffff,82.0,0.0,0.0,0.0
831edefffffffff,81.0,0.0,0.0,0.0
831ee0fffffffff,1.0,0.0,0.0,0.0
831ee1fffffffff,1.0,0.0,0.0,0.0
831ee2fffffffff,2.0,0.0,0.0,0.0
831ee3fffffffff,1.0,0.0,0.0,0.0
831ee5fffffffff,4.0,0.0,0.0,0.0
831ee6fffffffff,15.0,0.0,0.0,0.0
831ee9fffffffff,11.0,0.0,0.0,0.0
831eeafffffffff,3.0,0.0,0.0,0.0
831eebfffffffff,58.0,0.0,0.0,0.0
831eeefffffffff,1.0,0.0,0.0,0.0
831ef0fffffffff,10.0,0.0,0.0,0.0
831ef1fffffffff,9.0,0.0,0.0,0.0
831ef2fffffffff,17.0,0.0,0.0,0.0
831ef5fffffffff,6.0,0.0,0.0,0.0
831ef6fffffffff,6.0,0.0,0.0,0.0
831f06fffffffff,11.0,0.0,0.0,0.0
831f10fffffffff,7.0,0.0,0.0,0.0
831f11fffffffff,12.0,0.0,0.0,0.0
831f12fffffffff,22.0,0.0,0.0,0.0
831f13fffffffff,56.0,0.0,0.0,0.0
831f14fffffffff,9.0,0.0,0.0,0.0
831f15fffffffff,2.0,0.0,0.0,0.0
831f19fffffffff,6.0,0.0,0.0,0.0
831f1afffffffff,5.0,0.0,0.0,0.0
831f1bfffffffff,2.0,0.0,0.0,0.0
831f1cfffffffff,7.0,0.0,0.0,0.0
831f1dfffffffff,11.0,0.0,0.0,0.0
831f1efffffffff,3.0,0.0,0.0,0.0
831f31fffffffff,1.0,0.0,0.0,0.0
831f80fffffffff,37.0,0.0,0.0,0.0
831f81fffffffff,47.0,0.0,0.0,0.0
831f82fffffffff,90.0,8.0,0.0,0.0
831f83fffffffff,220.0,0.0,0.0,0.0
831f84fffffffff,1.0,0.0,0.0,0.0
831f85fffffffff,59.0,0.0,0.0,0.0
831f88fffffffff,197.0,39.0,0.0,0.0
831f89fffffffff,106.0,14.0,0.0,0.0
831f8afffffffff,130.0,12.0,0.0,0.0
831f8bfffffffff,70.0,3.0,0.0,0.0
831f8cfffffffff,67.0,0.0,0.0,0.0
831f8dfffffffff,296.0,88.0,0.0,0.0
831f8efffffffff,313.0,5.0,0.0,0.0
831f91fffffffff,62.0,0.0,0.0,0.0
831f92fffffffff,2.0,0.0,0.0,0.0
831f93fffffffff,22.0,0.0,0.0,0.0
831f94fffffffff,5.0,0.0,0.0,0.0
831f96fffffffff,3.0,0.0,0.0,0.0
831f98fffffffff,62.0,0.0,0.0,0.0
831f99fffffffff,15.0,0.0,0.0,0.0
831f9afffffffff,112.0,6.0,0.0,0.0
831f9bfffffffff,4.0,0.0,0.0,0.0
831f9cfffffffff,219.0,3.0,0.0,0.0
831f9dfffffffff,153.0,4.0,0.0,0.0
831f9efffffffff,211.0,3.0,0.0,0.0
831fa0fffffffff,12.0,4.0,0.0,0.0
831fa1fffffffff,9.0,0.0,0.0,0.0
831fa3fffffffff,4.0,0.0,0.0,0.0
831fa4fffffffff,26.0,4.0,0.0,0.0
831fa5fffffffff,13.0,0.0,0.0,0.0
831fa8fffffffff,24.0,0.0,0.0,0.0
831fa9fffffffff,3.0,0.0,0.0,0.0
831faafffffffff,62.0,0.0,0.0,0.0
831fabfffffffff,20.0,0.0,0.0,0.0
831facfffffffff,34.0,0.0,0.0,0.0
831fadfffffffff,15.0,0.0,0.0,0.0
831faefffffffff,60.0,0.0,0.0,0.0
831fb0fffffffff,5.0,0.0,0.0,0.0
831fb1fffffffff,103.0,2.0,0.0,0.0
831fb2fffffffff,55.0,0.0,0.0,0.0
831fb4fffffffff,15.0,0.0,0.0,0.0
831fb5fffffffff,10.0,0.0,0.0,0.0
831fb6fffffffff,11.0,0.0,0.0,0.0
83200afffffffff,2.0,0.0,0.0,0.0
832010fffffffff,1.0,0.0,0.0,0.0
832012fffffffff,2.0,0.0,0.0,0.0
832016fffffffff,2.0,0.0,0.0,0.0
832018fffffffff,4.0,0.0,0.0,0.0
832019fffffffff,5.0,0.0,0.0,0.0
83201afffffffff,2.0,0.0,0.0,0.0
83201bfffffffff,2.0,0.0,0.0,0.0
83201dfffffffff,1.0,0.0,0.0,1.0
832048fffffffff,1.0,0.0,0.0,0.0
832049fffffffff,10.0,0.0,0.0,10.0
83204bfffffffff,24.0,0.0,0.0,5.0
83204dfffffffff,2.0,0.0,0.0,2.0
832059fffffffff,1.0,0.0,0.0,1.0
83206afffffffff,6.0,0.0,0.0,6.0
83206bfffffffff,2.0,0.0,0.0,2.0
83209afffffffff,2.0,0.0,0.0,0.0
83209efffffffff,4.0,0.0,0.0,0.0
8320a5fffffffff,1.0,0.0,0.0,0.0
8320a6fffffffff,2.0,0.0,0.0,1.0
8320adfffffffff,2.0,0.0,0.0,0.0
8320b1fffffffff,4.0,0.0,0.0,0.0
8320b2fffffffff,1.0,0.0,0.0,0.0
8320c4fffffffff,5.0,0.0,0.0,0.0
8320e2fffffffff,15.0,0.0,0.0,0.0
8320e6fffffffff,104.0,0.0,0.0,63.0
8320f0fffffffff,1.0,0.0,0.0,0.0
8320f1fffffffff,1.0,0.0,0.0,0.0
8320f2fffffffff,1.0,0.0,0.0,0.0
8320f4fffffffff,3.0,0.0,0.0,0.0
8320f5fffffffff,7.0,0.0,0.0,0.0
8320f6fffffffff,1.0,0.0,0.0,0.0
832198fffffffff,1.0,0.0,0.0,0.0
832400fffffffff,3.0,0.0,0.0,1.0
832404fffffffff,4.0,0.0,0.0,3.0
832405fffffffff,9.0,0.0,0.0,0.0
832406fffffffff,3.0,0.0,0.0,1.0
832409fffffffff,4.0,0.0,0.0,0.0
83240afffffffff,11.0,0.0,0.0,0.0
83240cfffffffff,1.0,0.0,0.0,0.0
832423fffffffff,1.0,0.0,0.0,0.0
832424fffffffff,4.0,0.0,0.0,0.0
832426fffffffff,50.0,0.0,0.0,2.0
83242afffffffff,2.0,0.0,0.0,0.0
83242cfffffffff,2.0,0.0,0.0,2.0
832431fffffffff,4.0,0.0,0.0,0.0
832435fffffffff,1.0,0.0,0.0,0.0
832446fffffffff,8.0,0.0,0.0,0.0
83244cfffffffff,3.0,0.0,0.0,0.0
832452fffffffff,33.0,0.0,0.0,0.0
832456fffffffff,7.0,0.0,0.0,4.0
832460fffffffff,12.0,0.0,0.0,3.0
832463fffffffff,3.0,0.0,0.0,3.0
83246cfffffffff,1.0,0.0,0.0,0.0
832475fffffffff,9.0,0.0,0.0,6.0
832476fffffffff,2.0,0.0,0.0,2.0
832485fffffffff,2.0,0.0,0.0,0.0
83248afffffffff,1.0,0.0,0.0,0.0
83248bfffffffff,15.0,0.0,0.0,0.0
83248efffffffff,3.0,0.0,0.0,0.0
8324d1fffffffff,3.0,0.0,0.0,0.0
8324d2fffffffff,1.0,0.0,0.0,0.0
8324defffffffff,2.0,0.0,0.0,0.0
8324e5fffffffff,15.0,0.0,0.0,0.0
832510fffffffff,4.0,0.0,0.0,0.0
832512fffffffff,25.0,0.0,0.0,9.0
832513fffffffff,53.0,0.0,0.0,34.0
832516fffffffff,30.0,0.0,0.0,13.0
83251bfffffffff,4.0,0.0,0.0,4.0
832546fffffffff,2.0,0.0,0.0,2.0
83255afffffffff,15.0,0.0,0.0,3.0
83255bfffffffff,2.0,0.0,0.0,2.0
8325a8fffffffff,1.0,0.0,0.0,0.0
8325acfffffffff,78.0,0.0,0.0,37.0
8325aefffffffff,3.0,0.0,0.0,0.0
8325b2fffffffff,2.0,0.0,0.0,0.0
8325b4fffffffff,14.0,0.0,0.0,0.0
8325b6fffffffff,2.0,0.0,0.0,0.0
832c00fffffffff,21.0,0.0,0.0,0.0
832c01fffffffff,18.0,0.0,0.0,0.0
832c03fffffffff,27.0,0.0,0.0,0.0
832c04fffffffff,447.0,0.0,0.0,0.0
832c05fffffffff,97.0,0.0,12.0,0.0
832c06fffffffff,5.0,0.0,0.0,0.0
832c09fffffffff,45.0,0.0,0.0,0.0
832c0afffffffff,9.0,0.0,0.0,0.0
832c0bfffffffff,161.0,0.0,0.0,0.0
832c0cfffffffff,16.0,0.0,4.0,0.0
832c0dfffffffff,4.0,0.0,0.0,0.0
832c11fffffffff,3.0,0.0,0.0,0.0
832c12fffffffff,5.0,0.0,0.0,0.0
832c13fffffffff,1.0,0.0,0.0,0.0
832c15fffffffff,7.0,0.0,0.0,0.0
832c18fffffffff,3.0,0.0,0.0,0.0
832c19fffffffff,38.0,0.0,0.0,0.0
832c1afffffffff,4.0,0.0,0.0,0.0
832c1bfffffffff,2.0,0.0,0.0,0.0
832c1dfffffffff,10.0,0.0,0.0,0.0
832c1efffffffff,11.0,0.0,0.0,0.0
832c20fffffffff,40.0,0.0,5.0,0.0
832c22fffffffff,17.0,0.0,0.0,0.0
832c23fffffffff,17.0,0.0,0.0,0.0
832c26fffffffff,104.0,0.0,0.0,0.0
832c28fffffffff,588.0,0.0,132.0,0.0
832c2afffffffff,113.0,0.0,18.0,0.0
832c2bfffffffff,15.0,0.0,1.0,0.0
832c2cfffffffff,65.0,0.0,30.0,0.0
832c2efffffffff,113.0,0.0,37.0,0.0
832c31fffffffff,3.0,0.0,0.0,0.0
832c33fffffffff,15.0,0.0,0.0,0.0
832c36fffffffff,1.0,0.0,0.0,0.0
832c76fffffffff,2.0,0.0,0.0,0.0
832c82fffffffff,1.0,0.0,0.0,0.0
832c83fffffffff,15.0,0.0,0.0,0.0
832c8afffffffff,7.0,0.0,0.0,0.0
832c8dfffffffff,16.0,0.0,0.0,0.0
832c8efffffffff,3.0,0.0,0.0,0.0
832c90fffffffff,139.0,0.0,2.0,0.0
832c91fffffffff,17.0,0.0,2.0,0.0
832c93fffffffff,796.0,0.0,74.0,0.0
832c98fffffffff,12.0,0.0,0.0,0.0
832c9cfffffffff,17.0,0.0,0.0,0.0
832c9dfffffffff,8.0,0.0,0.0,0.0
832c9efffffffff,8.0,0.0,2.0,0.0
832ca4fffffffff,14.0,0.0,0.0,0.0
832caafffffffff,3.0,0.0,0.0,0.0
832cacfffffffff,31.0,0.0,0.0,0.0
832cadfffffffff,2.0,0.0,0.0,0.0
832cc0fffffffff,87.0,0.0,0.0,0.0
832cc1fffffffff,10.0,0.0,0.0,0.0
832cc3fffffffff,1.0,0.0,0.0,0.0
832cc6fffffffff,36.0,0.0,0.0,0.0
832ccefffffffff,3.0,0.0,0.0,0.0
832cd3fffffffff,1.0,0.0,0.0,0.0
832cd4fffffffff,64.0,0.0,0.0,0.0
832cd5fffffffff,11.0,0.0,0.0,0.0
832cdafffffffff,2.0,0.0,0.0,0.0
832ce4fffffffff,55.0,0.0,0.0,0.0
832ce5fffffffff,7.0,0.0,0.0,0.0
832cf0fffffffff,13.0,0.0,0.0,0.0
832cf1fffffffff,2.0,0.0,0.0,0.0
832cf2fffffffff,11.0,0.0,0.0,0.0
832cf3fffffffff,200.0,0.0,0.0,0.0
832cf5fffffffff,20.0,0.0,0.0,0.0
832d00fffffffff,5.0,0.0,0.0,0.0
832d01fffffffff,2.0,0.0,0.0,0.0
832d02fffffffff,5.0,0.0,0.0,0.0
832d03fffffffff,25.0,0.0,0.0,0.0
832d04fffffffff,1.0,0.0,0.0,0.0
832d05fffffffff,2.0,0.0,0.0,0.0
832d06fffffffff,5.0,0.0,0.0,0.0
832d10fffffffff,4.0,0.0,0.0,0.0
832d12fffffffff,70.0,0.0,0.0,0.0
832d13fffffffff,7.0,0.0,0.0,0.0
832d14fffffffff,14.0,0.0,0.0,0.0
832d16fffffffff,4.0,0.0,0.0,0.0
832d18fffffffff,1.0,0.0,0.0,0.0
832d19fffffffff,6.0,0.0,0.0,0.0
832d1bfffffffff,2.0,0.0,0.0,0.0
832d1dfffffffff,3.0,0.0,0.0,0.0
832d1efffffffff,2.0,0.0,0.0,0.0
832d22fffffffff,44.0,0.0,0.0,0.0
832d30fffffffff,9.0,0.0,0.0,0.0
832d31fffffffff,4.0,0.0,0.0,0.0
832d32fffffffff,20.0,0.0,0.0,0.0
832d33fffffffff,55.0,0.0,0.0,0.0
832d34fffffffff,36.0,0.0,0.0,0.0
832d35fffffffff,16.0,0.0,0.0,0.0
832d36fffffffff,8.0,0.0,0.0,0.0
832d53fffffffff,7.0,0.0,0.0,0.0
832d54fffffffff,4.0,0.0,4.0,0.0
832d56fffffffff,5.0,0.0,0.0,0.0
832d81fffffffff,1.0,0.0,0.0,0.0
832d84fffffffff,1.0,0.0,0.0,0.0
832da0fffffffff,1.0,0.0,0.0,0.0
832da1fffffffff,254.0,0.0,0.0,0.0
832da2fffffffff,5.0,0.0,0.0,0.0
832da3fffffffff,2.0,0.0,0.0,0.0
832da4fffffffff,1.0,0.0,0.0,0.0
832da5fffffffff,38.0,0.0,0.0,0.0
832da6fffffffff,8.0,0.0,1.0,0.0
832da8fffffffff,38.0,0.0,0.0,0.0
832da9fffffffff,5.0,0.0,0.0,0.0
832dabfffffffff,4.0,0.0,0.0,0.0
832daefffffffff,26.0,0.0,0.0,0.0
832db0fffffffff,1480.0,0.0,459.0,0.0
832db1fffffffff,213.0,0.0,58.0,0.0
832db2fffffffff,401.0,0.0,54.0,0.0
832db3fffffffff,2.0,0.0,0.0,0.0
832db6fffffffff,309.0,0.0,111.0,0.0
833016fffffffff,2.0,0.0,0.0,0.0
833032fffffffff,1.0,0.0,0.0,0.0
833091fffffffff,2.0,0.0,0.0,0.0
833093fffffffff,2.0,0.0,0.0,0.0
833098fffffffff,3.0,0.0,0.0,0.0
833099fffffffff,6.0,0.0,0.0,0.0
83309afffffffff,32.0,0.0,0.0,0.0
83309bfffffffff,40.0,0.0,0.0,0.0
83309dfffffffff,2.0,0.0,0.0,0.0
833181fffffffff,88.0,0.0,0.0,0.0
833182fffffffff,2.0,0.0,0.0,0.0
833185fffffffff,208.0,0.0,0.0,0.0
833188fffffffff,10.0,0.0,0.0,0.0
83318cfffffffff,2.0,0.0,0.0,0.0
83318dfffffffff,3.0,0.0,0.0,0.0
833190fffffffff,4.0,0.0,0.0,0.0
833192fffffffff,1.0,0.0,0.0,0.0
8331a8fffffffff,34.0,0.0,0.0,0.0
8331aafffffffff,316.0,0.0,0.0,2.0
8331aefffffffff,4.0,0.0,0.0,0.0
833816fffffffff,3.0,0.0,0.0,0.0
833820fffffffff,9.0,0.0,0.0,0.0
833824fffffffff,58.0,0.0,0.0,0.0
833825fffffffff,145.0,0.0,0.0,0.0
833826fffffffff,34.0,0.0,0.0,0.0
833836fffffffff,12.0,0.0,0.0,0.0
833843fffffffff,2.0,0.0,0.0,0.0
833862fffffffff,5.0,0.0,0.0,0.0
833871fffffffff,1.0,0.0,0.0,0.0
833900fffffffff,251.0,0.0,0.0,0.0
833901fffffffff,342.0,0.0,0.0,0.0
833902fffffffff,51.0,0.0,0.0,0.0
833903fffffffff,222.0,0.0,0.0,0.0
833904fffffffff,242.0,0.0,0.0,0.0
833905fffffffff,233.0,0.0,0.0,0.0
833906fffffffff,108.0,0.0,0.0,0.0
833908fffffffff,364.0,0.0,0.0,0.0
833909fffffffff,37.0,0.0,0.0,0.0
83390afffffffff,4.0,0.0,0.0,0.0
83390bfffffffff,6.0,0.0,0.0,0.0
83390cfffffffff,282.0,0.0,0.0,0.0
83390efffffffff,43.0,0.0,0.0,0.0
833910fffffffff,316.0,0.0,0.0,0.0
833911fffffffff,221.0,0.0,0.0,0.0
833915fffffffff,253.0,0.0,0.0,0.0
833918fffffffff,187.0,0.0,0.0,0.0
833919fffffffff,102.0,0.0,0.0,0.0
83391afffffffff,225.0,0.0,0.0,0.0
83391cfffffffff,91.0,0.0,0.0,0.0
83391efffffffff,85.0,0.0,0.0,0.0
833920fffffffff,28.0,0.0,0.0,0.0
833921fffffffff,124.0,0.0,0.0,0.0
833922fffffffff,258.0,0.0,0.0,0.0
833923fffffffff,139.0,0.0,0.0,0.0
833924fffffffff,11.0,0.0,0.0,0.0
833925fffffffff,93.0,0.0,0.0,0.0
833928fffffffff,173.0,0.0,0.0,0.0
833929fffffffff,380.0,0.0,0.0,0.0
83392afffffffff,394.0,0.0,0.0,0.0
83392bfffffffff,283.0,0.0,0.0,0.0
83392cfffffffff,661.0,0.0,0.0,0.0
83392dfffffffff,340.0,0.0,0.0,0.0
83392efffffffff,241.0,0.0,0.0,0.0
833931fffffffff,238.0,0.0,0.0,0.0
833933fffffffff,904.0,2.0,0.0,0.0
833942fffffffff,21.0,0.0,0.0,0.0
833943fffffffff,218.0,0.0,0.0,0.0
833944fffffffff,354.0,0.0,0.0,0.0
833945fffffffff,217.0,0.0,0.0,0.0
833946fffffffff,150.0,0.0,0.0,0.0
833950fffffffff,22.0,0.0,0.0,0.0
833951fffffffff,6.0,0.0,0.0,0.0
833954fffffffff,384.0,0.0,0.0,0.0
833956fffffffff,443.0,0.0,0.0,0.0
83395cfffffffff,126.0,0.0,0.0,0.0
833960fffffffff,14.0,0.0,0.0,0.0
833962fffffffff,342.0,0.0,0.0,0.0
833963fffffffff,76.0,0.0,0.0,0.0
833965fffffffff,2.0,0.0,0.0,0.0
833966fffffffff,23.0,0.0,0.0,0.0
833968fffffffff,25.0,2.0,0.0,0.0
83396cfffffffff,66.0,5.0,0.0,0.0
83396dfffffffff,16.0,0.0,0.0,0.0
83396efffffffff,20.0,0.0,0.0,0.0
833970fffffffff,145.0,0.0,0.0,0.0
833971fffffffff,366.0,0.0,0.0,0.0
833972fffffffff,14.0,0.0,0.0,0.0
833973fffffffff,202.0,0.0,0.0,0.0
833974fffffffff,704.0,0.0,0.0,0.0
833975fffffffff,1329.0,0.0,0.0,0.0
833976fffffffff,78.0,0.0,0.0,0.0
833982fffffffff,1.0,0.0,0.0,0.0
833983fffffffff,34.0,0.0,0.0,0.0
833985fffffffff,3.0,0.0,0.0,0.0
833988fffffffff,4.0,1.0,0.0,0.0
83398efffffffff,3.0,0.0,0.0,0.0
8339a8fffffffff,1.0,0.0,0.0,0.0
8339a9fffffffff,10.0,0.0,0.0,0.0
8339abfffffffff,19.0,2.0,0.0,0.0
833c02fffffffff,8.0,0.0,0.0,0.0
833c5cfffffffff,4.0,0.0,0.0,0.0
833c68fffffffff,5.0,0.0,0.0,0.0
833d00fffffffff,2.0,0.0,0.0,0.0
833d04fffffffff,64.0,0.0,0.0,0.0
833d06fffffffff,2.0,0.0,0.0,0.0
833d32fffffffff,7.0,0.0,0.0,0.0
833d33fffffffff,45.0,0.0,0.0,0.0
833da6fffffffff,15.0,0.0,0.0,0.0
833e41fffffffff,7.0,0.0,0.0,0.0
833e45fffffffff,24.0,0.0,2.0,0.0
833e4afffffffff,1.0,0.0,0.0,0.0
833e58fffffffff,7.0,0.0,0.0,0.0
833e5bfffffffff,3.0,0.0,0.0,0.0
833e5cfffffffff,1.0,0.0,0.0,0.0
833e62fffffffff,11.0,0.0,0.0,0.0
833e68fffffffff,839.0,0.0,136.0,0.0
833e6afffffffff,21.0,0.0,0.0,0.0
833e6cfffffffff,615.0,0.0,149.0,0.0
833e71fffffffff,5.0,0.0,0.0,0.0
833f28fffffffff,20.0,0.0,0.0,0.0
833f29fffffffff,29.0,0.0,0.0,0.0
833f2cfffffffff,19.0,0.0,0.0,0.0
833f2dfffffffff,53.0,0.0,0.0,0.0
833f30fffffffff,2.0,0.0,0.0,0.0
833f34fffffffff,2.0,0.0,0.0,0.0
833f35fffffffff,2.0,0.0,0.0,0.0
833f36fffffffff,55.0,0.0,0.0,0.0
833f4dfffffffff,18.0,0.0,2.0,0.0
833f60fffffffff,11.0,0.0,0.0,0.0
833f61fffffffff,20.0,0.0,0.0,0.0
833f62fffffffff,2.0,0.0,0.0,0.0
833f63fffffffff,3.0,0.0,0.0,0.0
833f64fffffffff,7.0,0.0,0.0,0.0
833f66fffffffff,46.0,0.0,0.0,0.0
833f68fffffffff,37.0,0.0,0.0,0.0
833f69fffffffff,6.0,0.0,0.0,0.0
833f6afffffffff,1.0,0.0,0.0,0.0
833f6cfffffffff,2.0,0.0,0.0,0.0
833f6dfffffffff,4.0,0.0,0.0,0.0
833f6efffffffff,17.0,0.0,0.0,0.0
833f72fffffffff,7.0,0.0,0.0,0.0
833f73fffffffff,2.0,0.0,0.0,0.0
833f75fffffffff,24.0,0.0,0.0,0.0
834012fffffffff,4.0,0.0,0.0,0.0
834019fffffffff,2.0,0.0,0.0,0.0
834043fffffffff,4.0,0.0,0.0,0.0
834044fffffffff,2.0,0.0,0.0,0.0
83404cfffffffff,2.0,0.0,0.0,0.0
834058fffffffff,8.0,0.0,0.0,0.0
83405cfffffffff,2.0,0.0,0.0,0.0
834089fffffffff,2.0,0.0,0.0,0.0
834090fffffffff,7.0,0.0,0.0,0.0
834091fffffffff,1.0,0.0,0.0,0.0
83409dfffffffff,1.0,0.0,0.0,0.0
83409efffffffff,1.0,0.0,0.0,0.0
8340a4fffffffff,1.0,0.0,0.0,0.0
8340a6fffffffff,2.0,0.0,0.0,0.0
8340b5fffffffff,2.0,0.0,0.0,0.0
8340c2fffffffff,3.0,0.0,0.0,0.0
