cell_id,Treron formosae,Treron formosae permagnus/medioximus,Treron formosae formosae/filipinus
824a27fffffffff,87.0,41.0,0.0
824b0ffffffffff,8.0,6.0,0.0
824b57fffffffff,81.0,33.0,0.0
824b77fffffffff,2.0,1.0,0.0
824b87fffffffff,1004.0,0.0,80.0
824b97fffffffff,10.0,0.0,0.0
824b9ffffffffff,59.0,0.0,0.0
824ba7fffffffff,193.0,0.0,25.0
824baffffffffff,42.0,16.0,0.0
824bb7fffffffff,236.0,0.0,124.0
82696ffffffffff,1.0,0.0,0.0
