cell_id,Lanius borealis,Lanius borealis [mollis Group],Lanius borealis borealis
832692fffffffff,29.0,0.0,0.0
832693fffffffff,1.0,0.0,0.0
832694fffffffff,56.0,0.0,0.0
832695fffffffff,66.0,0.0,0.0
832696fffffffff,645.0,0.0,0.0
832698fffffffff,25.0,0.0,0.0
832699fffffffff,8.0,0.0,0.0
83269bfffffffff,9.0,0.0,0.0
83269cfffffffff,267.0,0.0,0.0
83269dfffffffff,39.0,0.0,0.0
83269efffffffff,17.0,0.0,0.0
8326a0fffffffff,5.0,0.0,0.0
8326a1fffffffff,14.0,0.0,0.0
8326a2fffffffff,4.0,0.0,0.0
8326a3fffffffff,3.0,0.0,0.0
8326a4fffffffff,1.0,0.0,0.0
8326a5fffffffff,7.0,0.0,0.0
8326a6fffffffff,4.0,0.0,0.0
8326a8fffffffff,243.0,0.0,0.0
8326a9fffffffff,17.0,0.0,0.0
8326aafffffffff,725.0,0.0,0.0
8326abfffffffff,25.0,0.0,0.0
8326acfffffffff,34.0,0.0,2.0
8326adfffffffff,41.0,0.0,4.0
8326aefffffffff,95.0,0.0,0.0
8326b0fffffffff,44.0,0.0,0.0
8326b1fffffffff,4.0,0.0,0.0
8326b2fffffffff,10.0,0.0,0.0
8326b3fffffffff,9.0,0.0,0.0
8326b4fffffffff,6.0,0.0,0.0
8326b5fffffffff,29.0,0.0,0.0
8326b6fffffffff,71.0,0.0,0.0
8326c4fffffffff,4.0,0.0,0.0
8326c6fffffffff,2.0,0.0,0.0
8326d0fffffffff,11.0,0.0,0.0
8326d1fffffffff,9.0,0.0,0.0
8326d2fffffffff,3.0,0.0,0.0
8326d3fffffffff,19.0,0.0,0.0
8326d4fffffffff,53.0,0.0,0.0
8326d5fffffffff,19.0,0.0,0.0
8326d6fffffffff,9.0,0.0,0.0
8326e0fffffffff,4.0,0.0,0.0
8326e1fffffffff,2.0,0.0,0.0
8326e2fffffffff,25.0,0.0,0.0
8326e3fffffffff,6.0,0.0,0.0
8326e4fffffffff,9.0,0.0,0.0
8326e5fffffffff,14.0,0.0,0.0
8326e6fffffffff,44.0,0.0,0.0
8326f0fffffffff,5.0,0.0,0.0
8326f1fffffffff,9.0,0.0,0.0
8326f2fffffffff,86.0,0.0,0.0
8326f3fffffffff,4.0,0.0,0.0
8326f4fffffffff,2.0,0.0,0.0
8326f5fffffffff,10.0,0.0,0.0
8326f6fffffffff,49.0,0.0,0.0
832700fffffffff,30.0,0.0,0.0
832702fffffffff,191.0,0.0,0.0
832703fffffffff,209.0,0.0,0.0
832706fffffffff,46.0,0.0,0.0
832708fffffffff,27.0,0.0,0.0
832709fffffffff,4286.0,0.0,0.0
83270afffffffff,82.0,0.0,0.0
83270bfffffffff,117.0,0.0,0.0
83270cfffffffff,1.0,0.0,0.0
83270efffffffff,17.0,0.0,0.0
832710fffffffff,9.0,0.0,0.0
832711fffffffff,33.0,0.0,0.0
832713fffffffff,32.0,0.0,0.0
832718fffffffff,44.0,0.0,0.0
832719fffffffff,144.0,0.0,0.0
83271afffffffff,13.0,0.0,0.0
83271bfffffffff,52.0,0.0,0.0
83271cfffffffff,109.0,0.0,0.0
83271dfffffffff,66.0,0.0,0.0
83271efffffffff,18.0,0.0,0.0
83272bfffffffff,2.0,0.0,0.0
832740fffffffff,114.0,0.0,0.0
832741fffffffff,126.0,0.0,0.0
832742fffffffff,31.0,0.0,0.0
832743fffffffff,147.0,0.0,0.0
832744fffffffff,143.0,0.0,0.0
832745fffffffff,52.0,0.0,0.0
832746fffffffff,133.0,0.0,0.0
832748fffffffff,179.0,0.0,0.0
832749fffffffff,322.0,0.0,0.0
83274afffffffff,3.0,0.0,0.0
83274bfffffffff,74.0,0.0,0.0
83274cfffffffff,106.0,0.0,0.0
83274dfffffffff,204.0,0.0,0.0
83274efffffffff,121.0,0.0,0.0
832750fffffffff,25.0,0.0,0.0
832751fffffffff,61.0,0.0,0.0
832752fffffffff,398.0,0.0,0.0
832753fffffffff,94.0,0.0,0.0
832754fffffffff,331.0,0.0,0.0
832755fffffffff,52.0,0.0,0.0
832756fffffffff,1032.0,0.0,0.0
832758fffffffff,463.0,0.0,0.0
832759fffffffff,1129.0,0.0,0.0
83275afffffffff,30.0,0.0,0.0
83275bfffffffff,116.0,0.0,0.0
83275cfffffffff,520.0,0.0,0.0
83275dfffffffff,379.0,0.0,0.0
83275efffffffff,84.0,0.0,0.0
832760fffffffff,4.0,0.0,0.0
832761fffffffff,26.0,0.0,0.0
832763fffffffff,897.0,0.0,0.0
832766fffffffff,5.0,0.0,0.0
832768fffffffff,111.0,0.0,0.0
832769fffffffff,213.0,0.0,0.0
83276afffffffff,103.0,0.0,0.0
83276bfffffffff,175.0,0.0,0.0
83276cfffffffff,36.0,0.0,0.0
83276dfffffffff,203.0,0.0,0.0
83276efffffffff,428.0,0.0,0.0
832770fffffffff,59.0,0.0,0.0
832771fffffffff,26.0,0.0,0.0
832772fffffffff,110.0,0.0,0.0
832773fffffffff,46.0,0.0,0.0
832774fffffffff,3.0,0.0,0.0
832775fffffffff,6.0,0.0,0.0
832776fffffffff,4.0,0.0,0.0
832780fffffffff,12.0,0.0,0.0
832782fffffffff,4.0,0.0,0.0
832784fffffffff,2.0,0.0,0.0
832785fffffffff,9.0,0.0,0.0
832786fffffffff,3.0,0.0,0.0
832788fffffffff,8.0,0.0,0.0
832789fffffffff,2.0,0.0,0.0
83278bfffffffff,17.0,0.0,0.0
83278cfffffffff,25.0,0.0,0.0
83278dfffffffff,19.0,0.0,0.0
83278efffffffff,2.0,0.0,0.0
832790fffffffff,5.0,0.0,0.0
832791fffffffff,8.0,0.0,0.0
832792fffffffff,376.0,0.0,0.0
832793fffffffff,10.0,0.0,0.0
832794fffffffff,2.0,0.0,0.0
832796fffffffff,26.0,0.0,0.0
832798fffffffff,28.0,0.0,0.0
832799fffffffff,20.0,0.0,0.0
83279afffffffff,10.0,0.0,0.0
83279bfffffffff,4.0,0.0,0.0
83279cfffffffff,10.0,0.0,0.0
83279efffffffff,28.0,0.0,0.0
8327a0fffffffff,70.0,0.0,0.0
8327a1fffffffff,3.0,0.0,0.0
8327a3fffffffff,2.0,0.0,0.0
8327a4fffffffff,14.0,0.0,0.0
8327a5fffffffff,9.0,0.0,0.0
8327a6fffffffff,4.0,0.0,0.0
8327a8fffffffff,35.0,0.0,0.0
8327a9fffffffff,94.0,0.0,0.0
8327aafffffffff,49.0,0.0,0.0
8327abfffffffff,27.0,0.0,0.0
8327acfffffffff,2.0,0.0,0.0
8327adfffffffff,24.0,0.0,0.0
8327aefffffffff,5.0,0.0,0.0
8327b2fffffffff,29.0,0.0,0.0
8327b4fffffffff,4.0,0.0,0.0
8327b5fffffffff,6.0,0.0,0.0
8327b6fffffffff,12.0,0.0,0.0
832810fffffffff,10.0,0.0,0.0
832812fffffffff,24.0,0.0,0.0
832813fffffffff,33.0,0.0,0.0
832814fffffffff,32.0,0.0,0.0
832816fffffffff,70.0,0.0,0.0
832818fffffffff,19.0,0.0,0.0
832819fffffffff,13.0,0.0,0.0
83281afffffffff,3.0,0.0,0.0
83281bfffffffff,320.0,0.0,0.0
83281dfffffffff,3.0,0.0,0.0
83281efffffffff,117.0,0.0,0.0
832880fffffffff,114.0,0.0,0.0
832881fffffffff,98.0,0.0,1.0
832883fffffffff,18.0,0.0,0.0
832884fffffffff,200.0,0.0,0.0
832885fffffffff,81.0,0.0,0.0
832886fffffffff,20.0,0.0,0.0
832888fffffffff,407.0,0.0,0.0
832889fffffffff,326.0,0.0,0.0
83288afffffffff,466.0,0.0,0.0
83288bfffffffff,118.0,0.0,0.0
83288cfffffffff,213.0,0.0,2.0
83288dfffffffff,133.0,0.0,0.0
83288efffffffff,218.0,0.0,0.0
832890fffffffff,105.0,0.0,0.0
832891fffffffff,28.0,0.0,0.0
832892fffffffff,118.0,0.0,0.0
832893fffffffff,315.0,0.0,0.0
832894fffffffff,88.0,0.0,0.0
832895fffffffff,2.0,0.0,0.0
832896fffffffff,11.0,0.0,0.0
832898fffffffff,290.0,0.0,0.0
832899fffffffff,19.0,0.0,0.0
83289afffffffff,96.0,0.0,0.0
83289bfffffffff,185.0,0.0,0.0
83289cfffffffff,8.0,0.0,0.0
83289dfffffffff,114.0,0.0,0.0
83289efffffffff,332.0,0.0,0.0
8328a1fffffffff,15.0,0.0,0.0
8328a2fffffffff,8.0,0.0,0.0
8328a3fffffffff,1.0,0.0,0.0
8328a6fffffffff,1.0,0.0,0.0
8328a8fffffffff,19.0,0.0,0.0
8328a9fffffffff,223.0,0.0,0.0
8328aafffffffff,44.0,0.0,0.0
8328abfffffffff,35.0,0.0,0.0
8328acfffffffff,4.0,0.0,0.0
8328adfffffffff,51.0,0.0,0.0
8328aefffffffff,186.0,0.0,0.0
8328b0fffffffff,48.0,0.0,0.0
8328b1fffffffff,44.0,0.0,0.0
8328b2fffffffff,19.0,0.0,0.0
8328b3fffffffff,96.0,0.0,0.0
8328b4fffffffff,4.0,0.0,0.0
8328b6fffffffff,347.0,0.0,0.0
8328c2fffffffff,14.0,0.0,0.0
8328c6fffffffff,80.0,0.0,0.0
8328d0fffffffff,121.0,0.0,0.0
8328d1fffffffff,2152.0,0.0,0.0
8328d2fffffffff,327.0,0.0,0.0
8328d3fffffffff,134.0,0.0,0.0
8328d4fffffffff,142.0,0.0,0.0
8328d5fffffffff,1735.0,0.0,0.0
8328d6fffffffff,845.0,0.0,0.0
8328d8fffffffff,240.0,0.0,0.0
8328d9fffffffff,5.0,0.0,0.0
8328dafffffffff,67.0,0.0,0.0
8328dcfffffffff,770.0,0.0,0.0
8328ddfffffffff,55.0,0.0,0.0
8328defffffffff,1611.0,0.0,0.0
8328f0fffffffff,383.0,0.0,0.0
8328f1fffffffff,87.0,0.0,0.0
8328f2fffffffff,129.0,0.0,0.0
8328f3fffffffff,94.0,0.0,0.0
8328f4fffffffff,246.0,0.0,0.0
8328f5fffffffff,97.0,0.0,0.0
8328f6fffffffff,144.0,0.0,0.0
832988fffffffff,9.0,0.0,0.0
832989fffffffff,20.0,0.0,0.0
83298afffffffff,2.0,0.0,0.0
83298bfffffffff,9.0,0.0,0.0
832991fffffffff,5.0,0.0,0.0
832992fffffffff,16.0,0.0,0.0
832993fffffffff,37.0,0.0,0.0
832999fffffffff,4.0,0.0,0.0
83299efffffffff,4.0,0.0,0.0
832a10fffffffff,26.0,0.0,0.0
832a14fffffffff,33.0,0.0,0.0
832a16fffffffff,41.0,0.0,0.0
832a30fffffffff,700.0,0.0,0.0
832a31fffffffff,133.0,0.0,0.0
832a32fffffffff,201.0,0.0,0.0
832a33fffffffff,118.0,0.0,0.0
832a34fffffffff,241.0,0.0,0.0
832a36fffffffff,140.0,0.0,0.0
832a82fffffffff,66.0,0.0,0.0
832a84fffffffff,1.0,0.0,0.0
832a86fffffffff,17.0,0.0,0.0
832a92fffffffff,11.0,0.0,0.0
832a94fffffffff,199.0,0.0,0.0
832a95fffffffff,130.0,0.0,0.0
832a96fffffffff,3.0,0.0,0.0
832aa0fffffffff,2.0,0.0,0.0
832aa2fffffffff,2.0,0.0,0.0
832aa3fffffffff,102.0,0.0,0.0
832aa4fffffffff,39.0,0.0,0.0
832aa5fffffffff,1.0,0.0,0.0
832aa6fffffffff,124.0,0.0,0.0
832ab0fffffffff,125.0,0.0,0.0
832ab1fffffffff,42.0,0.0,0.0
832ab2fffffffff,358.0,0.0,0.0
832ab3fffffffff,136.0,0.0,0.0
832ab4fffffffff,568.0,0.0,0.0
832ab5fffffffff,158.0,0.0,0.0
832ab6fffffffff,353.0,0.0,0.0
832b00fffffffff,53.0,0.0,0.0
832b01fffffffff,23.0,0.0,0.0
832b02fffffffff,21.0,0.0,0.0
832b03fffffffff,101.0,0.0,0.0
832b05fffffffff,20.0,0.0,0.0
832b06fffffffff,17.0,0.0,0.0
832b0afffffffff,12.0,0.0,0.0
832b0cfffffffff,15.0,0.0,0.0
832b0efffffffff,2.0,0.0,0.0
832b10fffffffff,16.0,0.0,0.0
832b11fffffffff,4.0,0.0,0.0
832b12fffffffff,427.0,0.0,0.0
832b14fffffffff,25.0,0.0,0.0
832b16fffffffff,674.0,0.0,0.0
832b18fffffffff,70.0,0.0,0.0
832b1afffffffff,132.0,0.0,0.0
832b1bfffffffff,7.0,0.0,0.0
832b1cfffffffff,32.0,0.0,0.0
832b1dfffffffff,12.0,0.0,0.0
832b1efffffffff,21.0,0.0,0.0
832b22fffffffff,4.0,0.0,0.0
832b23fffffffff,78.0,0.0,0.0
832b24fffffffff,6.0,0.0,0.0
832b25fffffffff,2.0,0.0,0.0
832b28fffffffff,8.0,0.0,0.0
832b2afffffffff,12.0,0.0,0.0
832b2cfffffffff,3.0,0.0,0.0
832b2efffffffff,2.0,0.0,0.0
832b30fffffffff,61.0,0.0,0.0
832b31fffffffff,65.0,0.0,0.0
832b32fffffffff,10.0,0.0,0.0
832b33fffffffff,57.0,0.0,0.0
832b34fffffffff,16.0,0.0,0.0
832b36fffffffff,172.0,0.0,0.0
832b80fffffffff,69.0,0.0,0.0
832b81fffffffff,981.0,0.0,17.0
832b82fffffffff,25.0,0.0,0.0
832b83fffffffff,1263.0,0.0,85.0
832b84fffffffff,17.0,0.0,0.0
832b85fffffffff,100.0,0.0,0.0
832b88fffffffff,93.0,0.0,0.0
832b89fffffffff,106.0,0.0,0.0
832b8afffffffff,135.0,0.0,0.0
832b8bfffffffff,39.0,0.0,0.0
832b8cfffffffff,296.0,0.0,0.0
832b8dfffffffff,287.0,0.0,2.0
832b8efffffffff,394.0,0.0,2.0
832b90fffffffff,114.0,0.0,0.0
832b91fffffffff,38.0,0.0,0.0
832b92fffffffff,13.0,0.0,0.0
832b93fffffffff,29.0,0.0,0.0
832b94fffffffff,65.0,0.0,0.0
832b96fffffffff,15.0,0.0,0.0
832b98fffffffff,1259.0,0.0,2.0
832b99fffffffff,443.0,0.0,6.0
832b9afffffffff,612.0,0.0,0.0
832b9bfffffffff,1002.0,0.0,0.0
832b9cfffffffff,169.0,0.0,0.0
832b9dfffffffff,1423.0,0.0,40.0
832b9efffffffff,263.0,0.0,0.0
832ba0fffffffff,235.0,0.0,0.0
832ba1fffffffff,52.0,0.0,0.0
832ba3fffffffff,2.0,0.0,0.0
832ba4fffffffff,2.0,0.0,0.0
832ba5fffffffff,826.0,0.0,0.0
832ba6fffffffff,3.0,0.0,0.0
832ba8fffffffff,249.0,0.0,0.0
832ba9fffffffff,72.0,0.0,0.0
832baafffffffff,2584.0,0.0,0.0
832babfffffffff,242.0,0.0,0.0
832bacfffffffff,1957.0,0.0,0.0
832badfffffffff,27.0,0.0,0.0
832baefffffffff,548.0,0.0,0.0
832bb0fffffffff,2.0,0.0,0.0
832bb2fffffffff,34.0,0.0,0.0
832bb3fffffffff,210.0,0.0,0.0
832ea8fffffffff,2.0,2.0,0.0
832eacfffffffff,2.0,0.0,0.0
833113fffffffff,4.0,0.0,0.0
83316efffffffff,4.0,0.0,0.0
833192fffffffff,1.0,0.0,0.0
8348d8fffffffff,29.0,0.0,0.0
8348d9fffffffff,1.0,0.0,0.0
8348dafffffffff,49.0,0.0,0.0
8348dbfffffffff,9.0,0.0,0.0
8348dcfffffffff,8.0,0.0,0.0
8348defffffffff,7.0,0.0,0.0
