cell_id,Lanius borealis,Lanius borealis [mollis Group],Lanius borealis borealis
830c03fffffffff,4.0,0.0,0.0
830c14fffffffff,749.0,0.0,0.0
830c15fffffffff,47.0,0.0,0.0
830c1bfffffffff,14.0,0.0,0.0
830c24fffffffff,6.0,0.0,0.0
830c25fffffffff,2.0,0.0,0.0
830c2dfffffffff,2.0,0.0,0.0
830c30fffffffff,12.0,0.0,0.0
830c33fffffffff,3.0,0.0,0.0
830c41fffffffff,50.0,0.0,0.0
830c42fffffffff,54.0,0.0,0.0
830c45fffffffff,10.0,0.0,0.0
830c46fffffffff,16.0,0.0,0.0
830c50fffffffff,2.0,0.0,0.0
830c51fffffffff,59.0,0.0,0.0
830c54fffffffff,2.0,0.0,0.0
830c55fffffffff,35.0,0.0,0.0
830c5afffffffff,299.0,0.0,0.0
830c61fffffffff,6.0,0.0,0.0
830c62fffffffff,2.0,0.0,0.0
830c64fffffffff,12.0,0.0,0.0
830c65fffffffff,26.0,0.0,0.0
830c66fffffffff,31.0,0.0,0.0
830c70fffffffff,3.0,0.0,0.0
830c71fffffffff,42.0,0.0,0.0
830c73fffffffff,290.0,0.0,18.0
830c74fffffffff,158.0,0.0,0.0
830c75fffffffff,28.0,0.0,0.0
830c76fffffffff,26.0,0.0,0.0
830cddfffffffff,1.0,0.0,0.0
830cdefffffffff,38.0,0.0,0.0
830ce1fffffffff,6.0,0.0,0.0
830ce3fffffffff,1.0,0.0,0.0
830ceefffffffff,30.0,0.0,0.0
830cf5fffffffff,6.0,0.0,0.0
830d09fffffffff,33.0,0.0,0.0
830d19fffffffff,3.0,0.0,0.0
830d48fffffffff,8.0,0.0,0.0
830d49fffffffff,2.0,0.0,0.0
830d4afffffffff,2.0,0.0,0.0
830d4cfffffffff,2.0,0.0,0.0
830d4dfffffffff,24.0,0.0,0.0
830d52fffffffff,2.0,0.0,0.0
830d56fffffffff,17.0,0.0,0.0
830d59fffffffff,7.0,0.0,0.0
830d5afffffffff,39.0,0.0,0.0
830d5bfffffffff,2.0,0.0,0.0
830d5cfffffffff,9.0,0.0,0.0
830d5efffffffff,10.0,0.0,0.0
830d60fffffffff,7.0,0.0,0.0
830d6afffffffff,6.0,0.0,0.0
830d6efffffffff,1.0,0.0,0.0
830d70fffffffff,6.0,0.0,0.0
830d71fffffffff,4.0,0.0,0.0
830d72fffffffff,42.0,0.0,0.0
830d73fffffffff,10.0,0.0,0.0
830d75fffffffff,4.0,0.0,0.0
830d76fffffffff,2.0,0.0,0.0
830e08fffffffff,3.0,0.0,0.0
830e45fffffffff,4.0,0.0,0.0
830e49fffffffff,34.0,0.0,0.0
830e4dfffffffff,234.0,0.0,0.0
830e5bfffffffff,12.0,0.0,0.0
830e80fffffffff,129.0,0.0,0.0
830e83fffffffff,7.0,0.0,0.0
830e8efffffffff,4.0,0.0,0.0
830e91fffffffff,4.0,0.0,0.0
830e96fffffffff,2.0,0.0,0.0
830ec8fffffffff,2.0,0.0,0.0
830ec9fffffffff,30.0,0.0,0.0
830ecafffffffff,6.0,0.0,0.0
830ecbfffffffff,2.0,0.0,0.0
830eccfffffffff,89.0,0.0,0.0
830eeafffffffff,87.0,0.0,0.0
830eebfffffffff,26.0,0.0,0.0
831214fffffffff,4.0,0.0,0.0
831218fffffffff,9.0,0.0,0.0
831219fffffffff,5.0,0.0,0.0
83121afffffffff,2.0,0.0,0.0
83121bfffffffff,4.0,0.0,0.0
831226fffffffff,1.0,0.0,0.0
831249fffffffff,4.0,0.0,0.0
83124afffffffff,2.0,0.0,0.0
83124bfffffffff,3.0,0.0,0.0
83124dfffffffff,1.0,0.0,0.0
83124efffffffff,4.0,0.0,0.0
831251fffffffff,13.0,0.0,0.0
831252fffffffff,156.0,0.0,0.0
831253fffffffff,15.0,0.0,0.0
831256fffffffff,5.0,0.0,0.0
831258fffffffff,10.0,0.0,0.0
831259fffffffff,85.0,0.0,0.0
83125bfffffffff,2.0,0.0,0.0
83125cfffffffff,2.0,0.0,0.0
83125dfffffffff,32.0,0.0,0.0
83125efffffffff,2.0,0.0,0.0
831260fffffffff,1.0,0.0,0.0
83126efffffffff,1.0,0.0,0.0
831272fffffffff,5.0,0.0,0.0
831280fffffffff,3.0,0.0,0.0
831284fffffffff,15.0,0.0,0.0
831285fffffffff,16.0,0.0,0.0
831286fffffffff,2.0,0.0,0.0
831289fffffffff,89.0,0.0,0.0
83128bfffffffff,1.0,0.0,0.0
83128cfffffffff,4.0,0.0,0.0
83128dfffffffff,34.0,0.0,0.0
8312a2fffffffff,2.0,0.0,0.0
8312a3fffffffff,9.0,0.0,0.0
8312abfffffffff,69.0,0.0,0.0
8312adfffffffff,1.0,0.0,0.0
8312b0fffffffff,10.0,0.0,0.0
8312b2fffffffff,4.0,0.0,0.0
8312c0fffffffff,16.0,0.0,0.0
8312c1fffffffff,317.0,0.0,0.0
8312c2fffffffff,10.0,0.0,0.0
8312c3fffffffff,27.0,0.0,0.0
8312c5fffffffff,9.0,0.0,0.0
8312c8fffffffff,105.0,0.0,0.0
8312c9fffffffff,44.0,0.0,0.0
8312cafffffffff,55.0,0.0,0.0
8312cbfffffffff,12.0,0.0,0.0
8312ccfffffffff,1338.0,0.0,0.0
8312cdfffffffff,12.0,0.0,0.0
8312cefffffffff,11.0,0.0,0.0
8312d0fffffffff,108.0,0.0,0.0
8312d1fffffffff,399.0,0.0,0.0
8312d3fffffffff,101.0,0.0,0.0
8312d5fffffffff,5.0,0.0,0.0
8312d6fffffffff,62.0,0.0,0.0
8312d8fffffffff,173.0,0.0,0.0
8312d9fffffffff,102.0,0.0,0.0
8312dafffffffff,162.0,0.0,0.0
8312dbfffffffff,288.0,0.0,0.0
8312dcfffffffff,96.0,0.0,0.0
8312ddfffffffff,533.0,0.0,0.0
8312defffffffff,686.0,0.0,0.0
8312e1fffffffff,303.0,0.0,0.0
8312e2fffffffff,5.0,0.0,0.0
8312e3fffffffff,28.0,0.0,0.0
8312e5fffffffff,31.0,0.0,0.0
8312e6fffffffff,2.0,0.0,0.0
8312e8fffffffff,14.0,0.0,0.0
8312eafffffffff,55.0,0.0,0.0
8312ebfffffffff,8.0,0.0,0.0
8312ecfffffffff,318.0,0.0,0.0
8312edfffffffff,2.0,0.0,0.0
8312eefffffffff,13.0,0.0,0.0
8312f1fffffffff,9.0,0.0,0.0
8312f2fffffffff,2.0,0.0,0.0
8312f5fffffffff,2.0,0.0,0.0
8312f6fffffffff,231.0,0.0,0.0
831306fffffffff,2.0,0.0,0.0
831343fffffffff,1.0,0.0,0.0
831352fffffffff,7.0,0.0,0.0
831380fffffffff,2.0,0.0,0.0
831382fffffffff,39.0,0.0,0.0
831383fffffffff,101.0,0.0,0.0
831386fffffffff,74.0,0.0,0.0
83138cfffffffff,18.0,0.0,0.0
83138efffffffff,3.0,0.0,0.0
831390fffffffff,10.0,0.0,0.0
831391fffffffff,12.0,0.0,0.0
831393fffffffff,5.0,0.0,0.0
831394fffffffff,7.0,0.0,0.0
831395fffffffff,23.0,0.0,0.0
83139efffffffff,104.0,0.0,0.0
8313acfffffffff,3.0,0.0,0.0
8313b2fffffffff,28.0,0.0,0.0
8313b3fffffffff,73.0,0.0,0.0
8313b6fffffffff,6.0,0.0,0.0
831598fffffffff,12.0,0.0,0.0
83159bfffffffff,1.0,0.0,0.0
831aa0fffffffff,6.0,0.0,0.0
831aa2fffffffff,1.0,0.0,0.0
831aa3fffffffff,4.0,0.0,0.0
831ab0fffffffff,4.0,0.0,0.0
831b80fffffffff,1.0,0.0,0.0
831b82fffffffff,2.0,0.0,0.0
831b98fffffffff,2.0,0.0,0.0
831b9afffffffff,2.0,0.0,0.0
831b9efffffffff,2.0,0.0,0.0
83204dfffffffff,1.0,0.0,0.0
8320e6fffffffff,1.0,0.0,0.0
8322d0fffffffff,6.0,0.0,0.0
832403fffffffff,2.0,0.0,0.0
832425fffffffff,5.0,0.0,0.0
832428fffffffff,6.0,0.0,0.0
83246efffffffff,3.0,0.0,0.0
8324c0fffffffff,2.0,0.0,0.0
832513fffffffff,4.0,0.0,0.0
83255afffffffff,4.0,0.0,0.0
83255bfffffffff,4.0,0.0,0.0
832600fffffffff,20.0,0.0,0.0
832601fffffffff,52.0,0.0,1.0
832602fffffffff,13.0,0.0,0.0
832603fffffffff,47.0,0.0,2.0
832604fffffffff,16.0,0.0,0.0
832605fffffffff,23.0,0.0,0.0
832606fffffffff,4.0,0.0,0.0
832608fffffffff,4.0,0.0,0.0
832609fffffffff,9.0,0.0,0.0
83260afffffffff,82.0,0.0,0.0
83260bfffffffff,1.0,0.0,0.0
83260cfffffffff,4.0,0.0,0.0
83260dfffffffff,23.0,0.0,0.0
83260efffffffff,27.0,0.0,0.0
832610fffffffff,11.0,0.0,0.0
832611fffffffff,10.0,0.0,1.0
832612fffffffff,18.0,0.0,0.0
832614fffffffff,5.0,0.0,0.0
832615fffffffff,37.0,0.0,0.0
832616fffffffff,4.0,0.0,0.0
832618fffffffff,30.0,0.0,6.0
832619fffffffff,12.0,0.0,0.0
83261afffffffff,14.0,0.0,0.0
83261bfffffffff,12.0,0.0,0.0
83261cfffffffff,37.0,0.0,1.0
83261dfffffffff,2.0,0.0,0.0
83261efffffffff,5.0,0.0,1.0
832620fffffffff,114.0,0.0,0.0
832621fffffffff,233.0,0.0,0.0
832622fffffffff,7.0,0.0,0.0
832623fffffffff,37.0,0.0,0.0
832624fffffffff,144.0,0.0,0.0
832625fffffffff,171.0,0.0,0.0
832626fffffffff,157.0,0.0,0.0
832628fffffffff,16.0,0.0,0.0
832629fffffffff,8.0,0.0,0.0
83262bfffffffff,14.0,0.0,0.0
83262cfffffffff,819.0,0.0,3.0
83262dfffffffff,85.0,0.0,0.0
83262efffffffff,7.0,0.0,0.0
832630fffffffff,6.0,0.0,0.0
832631fffffffff,7.0,0.0,0.0
832633fffffffff,35.0,0.0,0.0
832634fffffffff,34.0,0.0,0.0
832635fffffffff,12.0,0.0,0.0
832636fffffffff,26.0,0.0,0.0
832654fffffffff,6.0,0.0,0.0
832660fffffffff,4.0,0.0,0.0
832661fffffffff,14.0,0.0,0.0
832663fffffffff,24.0,0.0,0.0
832664fffffffff,348.0,0.0,0.0
832665fffffffff,14.0,0.0,0.0
832666fffffffff,167.0,0.0,0.0
83266afffffffff,22.0,0.0,0.0
83266cfffffffff,1.0,0.0,0.0
83266efffffffff,38.0,0.0,0.0
832674fffffffff,24.0,0.0,0.0
832675fffffffff,5.0,0.0,0.0
832676fffffffff,6.0,0.0,0.0
832680fffffffff,16.0,0.0,0.0
832681fffffffff,762.0,0.0,0.0
832682fffffffff,7.0,0.0,0.0
832683fffffffff,33.0,0.0,0.0
832684fffffffff,7.0,0.0,0.0
832685fffffffff,165.0,0.0,0.0
832686fffffffff,4.0,0.0,0.0
832688fffffffff,522.0,0.0,0.0
832689fffffffff,96.0,0.0,0.0
83268afffffffff,26.0,0.0,0.0
83268bfffffffff,76.0,0.0,0.0
83268cfffffffff,1311.0,0.0,0.0
83268dfffffffff,70.0,0.0,0.0
83268efffffffff,106.0,0.0,0.0
832690fffffffff,78.0,0.0,0.0
832691fffffffff,5.0,0.0,0.0
