cell_id,Haemorhous purpureus,Haemorhous purpureus purpureus,Haemorhous purpureus californicus
82270ffffffffff,7.0,4.0,0.0
822717fffffffff,34.0,0.0,0.0
82271ffffffffff,16.0,0.0,0.0
822747fffffffff,80.0,2.0,0.0
82274ffffffffff,345.0,1.0,0.0
822757fffffffff,112.0,10.0,0.0
82275ffffffffff,219.0,7.0,0.0
822767fffffffff,81.0,1.0,0.0
82276ffffffffff,63.0,0.0,0.0
822777fffffffff,14.0,4.0,0.0
822787fffffffff,17.0,3.0,0.0
82278ffffffffff,4.0,0.0,0.0
822797fffffffff,5.0,0.0,2.0
8227a7fffffffff,11.0,0.0,0.0
8227affffffffff,93.0,7.0,0.0
8227b7fffffffff,6.0,0.0,0.0
822807fffffffff,34.0,9.0,6.0
822817fffffffff,158.0,0.0,33.0
82281ffffffffff,77.0,0.0,57.0
822837fffffffff,1689.0,4.0,1006.0
822887fffffffff,23.0,0.0,3.0
82288ffffffffff,249.0,0.0,23.0
822897fffffffff,6.0,0.0,0.0
82289ffffffffff,2.0,0.0,0.0
8228affffffffff,34.0,0.0,0.0
8228b7fffffffff,6.0,0.0,3.0
8228c7fffffffff,22.0,0.0,20.0
8228d7fffffffff,177.0,0.0,34.0
8228dffffffffff,22.0,0.0,12.0
8228f7fffffffff,52.0,0.0,25.0
822917fffffffff,12.0,0.0,2.0
82291ffffffffff,3.0,0.0,2.0
822987fffffffff,92.0,6.0,8.0
82298ffffffffff,113.0,0.0,20.0
822997fffffffff,15.0,3.0,3.0
8229a7fffffffff,620.0,0.0,21.0
8229affffffffff,168.0,0.0,117.0
8229b7fffffffff,126.0,0.0,36.0
822a07fffffffff,78.0,8.0,0.0
822a17fffffffff,2775.0,129.0,0.0
822a37fffffffff,1315.0,424.0,0.0
822a4ffffffffff,1.0,0.0,0.0
822a87fffffffff,300.0,16.0,0.0
822a8ffffffffff,325.0,13.0,0.0
822a97fffffffff,351.0,0.0,0.0
822a9ffffffffff,77.0,0.0,0.0
822aa7fffffffff,332.0,96.0,0.0
822aaffffffffff,2344.0,226.0,0.0
822ab7fffffffff,426.0,98.0,0.0
822ad7fffffffff,154.0,17.0,0.0
822af7fffffffff,269.0,36.0,0.0
822b07fffffffff,22.0,5.0,0.0
822b0ffffffffff,15.0,1.0,0.0
822b17fffffffff,29.0,1.0,0.0
822b1ffffffffff,94.0,47.0,0.0
822b27fffffffff,8.0,2.0,0.0
822b2ffffffffff,8.0,0.0,0.0
822b37fffffffff,14.0,0.0,0.0
822b87fffffffff,225.0,26.0,0.0
822b8ffffffffff,586.0,41.0,0.0
822b97fffffffff,20.0,7.0,0.0
822b9ffffffffff,877.0,87.0,0.0
822ba7fffffffff,34.0,0.0,0.0
822baffffffffff,1688.0,383.0,0.0
822bb7fffffffff,35.0,0.0,0.0
82441ffffffffff,61.0,2.0,0.0
824447fffffffff,444.0,2.0,0.0
82444ffffffffff,68.0,0.0,0.0
824457fffffffff,111.0,3.0,0.0
82445ffffffffff,13.0,0.0,0.0
824467fffffffff,15.0,0.0,0.0
82446ffffffffff,686.0,13.0,0.0
824477fffffffff,36.0,0.0,0.0
8244affffffffff,28.0,0.0,0.0
8244c7fffffffff,71.0,5.0,0.0
8244cffffffffff,116.0,5.0,0.0
8244d7fffffffff,993.0,16.0,0.0
8244dffffffffff,250.0,11.0,0.0
8244e7fffffffff,125.0,0.0,0.0
8244effffffffff,10.0,0.0,0.0
8244f7fffffffff,298.0,9.0,0.0
824847fffffffff,5.0,0.0,0.0
82484ffffffffff,2.0,0.0,0.0
82485ffffffffff,21.0,0.0,0.0
82488ffffffffff,5.0,2.0,0.0
824897fffffffff,63.0,0.0,0.0
82489ffffffffff,140.0,3.0,0.0
8248c7fffffffff,13.0,4.0,0.0
8248cffffffffff,7.0,5.0,2.0
8248d7fffffffff,5.0,2.0,0.0
8248effffffffff,73.0,0.0,13.0
