cell_id,Haemorhous purpureus,Haemorhous purpureus purpureus,Haemorhous purpureus californicus
820c47fffffffff,16.0,3.0,0.0
820c57fffffffff,4.0,0.0,0.0
820c5ffffffffff,1.0,0.0,0.0
820c77fffffffff,27.0,4.0,0.0
820ca7fffffffff,1.0,0.0,1.0
820d5ffffffffff,2.0,0.0,0.0
820e4ffffffffff,1.0,0.0,0.0
820e6ffffffffff,2.0,0.0,0.0
820ecffffffffff,51.0,10.0,0.0
821227fffffffff,1.0,0.0,0.0
821237fffffffff,1.0,0.0,0.0
82125ffffffffff,5.0,0.0,0.0
821277fffffffff,2.0,0.0,0.0
82128ffffffffff,5.0,0.0,0.0
821297fffffffff,4.0,0.0,2.0
82129ffffffffff,2.0,0.0,0.0
8212affffffffff,2.0,1.0,0.0
8212b7fffffffff,6.0,0.0,0.0
8212c7fffffffff,54.0,0.0,0.0
8212cffffffffff,86.0,1.0,1.0
8212d7fffffffff,38.0,0.0,0.0
8212dffffffffff,60.0,29.0,0.0
8212effffffffff,45.0,4.0,0.0
8212f7fffffffff,9.0,1.0,0.0
821387fffffffff,78.0,0.0,0.0
82138ffffffffff,3.0,0.0,0.0
821397fffffffff,2.0,0.0,0.0
8213b7fffffffff,1.0,0.0,0.0
821aa7fffffffff,61.0,0.0,0.0
821ab7fffffffff,4.0,0.0,0.0
821b9ffffffffff,9.0,0.0,0.0
8222dffffffffff,3.0,0.0,0.0
822607fffffffff,10.0,0.0,0.0
82260ffffffffff,51.0,11.0,0.0
822617fffffffff,6.0,0.0,0.0
82261ffffffffff,8.0,0.0,0.0
822627fffffffff,12.0,0.0,0.0
82262ffffffffff,10.0,0.0,0.0
822637fffffffff,11.0,0.0,0.0
822647fffffffff,25.0,0.0,0.0
82264ffffffffff,163.0,15.0,0.0
822657fffffffff,66.0,7.0,0.0
82265ffffffffff,98.0,0.0,0.0
822667fffffffff,125.0,4.0,0.0
82266ffffffffff,295.0,4.0,0.0
822677fffffffff,30.0,0.0,0.0
822687fffffffff,54.0,4.0,0.0
82268ffffffffff,26.0,6.0,0.0
822697fffffffff,19.0,5.0,0.0
82269ffffffffff,11.0,0.0,0.0
8226a7fffffffff,7.0,1.0,0.0
8226affffffffff,21.0,2.0,0.0
8226c7fffffffff,42.0,0.0,0.0
8226cffffffffff,319.0,0.0,0.0
8226d7fffffffff,8.0,2.0,0.0
8226dffffffffff,5.0,0.0,0.0
8226e7fffffffff,21.0,0.0,0.0
8226effffffffff,8.0,0.0,0.0
8226f7fffffffff,13.0,0.0,0.0
822707fffffffff,136.0,0.0,0.0
