cell_id,Granatellus venustus,Granatellus venustus venustus,Granatellus venustus francescae
8448363ffffffff,1.0,1.0,0.0
8449869ffffffff,8.0,0.0,0.0
8449a2bffffffff,1.0,1.0,0.0
8449a3dffffffff,1.0,1.0,0.0
8449a91ffffffff,2.0,2.0,0.0
846d04dffffffff,18.0,0.0,0.0
846d159ffffffff,15.0,2.0,0.0
846d231ffffffff,1.0,0.0,0.0
846d239ffffffff,3.0,0.0,0.0
846d2ebffffffff,16.0,0.0,0.0
