cell_id,Myiopagis olallai,Myiopagis olallai coopmansi,Myiopagis olallai incognita,Myiopagis olallai olallai
8466da7ffffffff,1.0,0.0,0.0,0.0
8466dadffffffff,10.0,0.0,0.0,1.0
8466de1ffffffff,240.0,0.0,0.0,23.0
8466de3ffffffff,5.0,0.0,0.0,0.0
8466debffffffff,5.0,0.0,0.0,0.0
848f705ffffffff,4.0,0.0,0.0,0.0
848f729ffffffff,201.0,0.0,0.0,11.0
848f72bffffffff,9.0,0.0,0.0,4.0
848f74dffffffff,3.0,0.0,0.0,0.0
